trip_id,rider_id,driver_id,pickup_location,drop_location,city,distance_km,surge_multiplier,base_fare,fare_amount,trip_status,requested_at,accepted_at,completed_at,cancelled_at
290,39,66.0,"182 Main Rd, Bandra","176 Cross, Indiranagar",Mumbai,16.77,1.5,116.55,75.0,CANCELLED,2024-01-14 23:24:54,,,2024-01-14 23:42:54
291,9,30.0,"236 Main Rd, Salt Lake","212 Main Rd, Gachibowli",Ahmedabad,18.62,1.5,131.39,391.79,COMPLETED,2024-07-20 14:17:28,2024-07-20 14:25:28,2024-07-20 15:00:28,
292,54,56.0,"216 Main Rd, Bandra","232 Street, T Nagar",Delhi,3.27,1.2,114.56,162.06,COMPLETED,2024-02-08 15:18:00,2024-02-08 15:25:00,2024-02-08 16:28:00,
293,39,18.0,"70 Street, Bandra","209 Street, Powai",Mumbai,14.42,1.5,67.58,416.1,COMPLETED,2025-12-09 10:17:22,2025-12-09 10:19:22,2025-12-09 10:42:22,
294,4,30.0,"127 Street, Salt Lake","150 Layout, Viman Nagar",Ahmedabad,1.62,1.0,88.49,0.0,ONGOING,2024-11-29 21:07:12,2024-11-29 21:14:12,,
295,58,35.0,"30 Street, Aundh","212 Street, T Nagar",Mumbai,15.89,1.0,80.27,221.06,COMPLETED,2024-03-14 04:18:02,2024-03-14 04:20:02,2024-03-14 05:36:02,
296,31,40.0,"126 Layout, Aundh","81 Cross, Connaught Place",Hyderabad,13.64,1.2,100.64,369.77,COMPLETED,2024-11-22 19:43:19,2024-11-22 19:44:19,2024-11-22 21:05:19,
297,16,15.0,"60 Layout, MG Road","136 Layout, T Nagar",Kolkata,7.07,1.2,137.36,0.0,ACCEPTED,2024-03-15 00:51:53,2024-03-15 00:53:53,,
298,30,6.0,"87 Cross, Bandra","84 Main Rd, Connaught Place",Delhi,10.17,1.5,76.64,296.37,COMPLETED,2025-02-01 00:59:07,2025-02-01 01:07:07,2025-02-01 02:24:07,
299,48,68.0,"31 Cross, Adyar","191 Main Rd, Powai",Ahmedabad,12.34,1.0,123.91,286.59,COMPLETED,2024-11-09 00:53:12,2024-11-09 00:54:12,2024-11-09 01:27:12,
300,7,66.0,"247 Street, Bandra","27 Street, T Nagar",Mumbai,5.53,1.0,66.66,163.84,COMPLETED,2024-06-25 22:54:03,2024-06-25 23:00:03,2024-06-25 23:41:03,
301,19,54.0,"167 Cross, Adyar","207 Street, Viman Nagar",Pune,17.51,1.5,68.02,525.7,COMPLETED,2025-08-11 11:53:33,2025-08-11 11:56:33,2025-08-11 12:29:33,
302,80,64.0,"43 Cross, Adyar","17 Street, Indiranagar",Hyderabad,12.67,1.5,102.35,0.0,ONGOING,2024-07-03 10:08:14,2024-07-03 10:14:14,,
303,58,,"190 Layout, Aundh","125 Street, Gachibowli",Mumbai,7.82,1.2,113.27,0.0,REQUESTED,2024-03-29 06:35:20,,,
304,39,58.0,"97 Street, Bandra","244 Street, Viman Nagar",Mumbai,3.78,1.0,78.66,0.0,ONGOING,2024-07-03 06:42:21,2024-07-03 06:50:21,,
305,63,66.0,"7 Layout, Salt Lake","194 Main Rd, Indiranagar",Mumbai,13.61,1.5,137.82,0.0,ACCEPTED,2024-12-26 05:50:39,2024-12-26 05:57:39,,
306,53,38.0,"179 Main Rd, Aundh","163 Cross, Gachibowli",Bengaluru,3.69,1.2,66.1,123.67,COMPLETED,2024-05-07 08:14:22,2024-05-07 08:22:22,2024-05-07 09:25:22,
307,76,10.0,"183 Cross, Bandra","87 Main Rd, Gachibowli",Pune,21.34,1.2,98.14,368.1,COMPLETED,2025-06-20 10:03:21,2025-06-20 10:05:21,2025-06-20 10:34:21,
308,15,31.0,"58 Layout, Salt Lake","6 Street, Gachibowli",Kolkata,23.84,1.2,166.35,20.0,CANCELLED,2025-06-30 23:22:53,,,2025-06-30 23:37:53
309,9,57.0,"46 Main Rd, Salt Lake","64 Street, Indiranagar",Ahmedabad,6.92,1.5,166.84,288.02,COMPLETED,2024-01-09 15:12:58,2024-01-09 15:18:58,2024-01-09 16:18:58,
310,76,59.0,"49 Cross, Salt Lake","158 Street, Indiranagar",Pune,20.89,1.2,97.88,419.13,COMPLETED,2025-04-16 14:46:43,2025-04-16 14:53:43,2025-04-16 16:08:43,
311,32,8.0,"48 Street, Bandra","95 Cross, Viman Nagar",Pune,10.74,1.2,137.05,269.79,COMPLETED,2024-01-13 15:02:05,2024-01-13 15:09:05,2024-01-13 15:53:05,
312,14,34.0,"138 Layout, HSR","229 Main Rd, Indiranagar",Bengaluru,17.52,1.0,136.15,344.11,COMPLETED,2024-03-27 10:26:33,2024-03-27 10:31:33,2024-03-27 11:17:33,
313,58,18.0,"58 Cross, HSR","132 Street, Connaught Place",Mumbai,23.99,1.2,150.62,397.93,COMPLETED,2025-11-01 05:05:37,2025-11-01 05:13:37,2025-11-01 06:16:37,
314,37,35.0,"45 Layout, MG Road","74 Layout, T Nagar",Mumbai,21.45,1.5,90.41,512.91,COMPLETED,2025-08-11 02:01:14,2025-08-11 02:04:14,2025-08-11 03:09:14,
315,57,7.0,"18 Street, HSR","245 Cross, Connaught Place",Bengaluru,5.45,1.5,96.36,235.97,COMPLETED,2024-06-05 04:35:57,2024-06-05 04:41:57,2024-06-05 06:02:57,
316,2,68.0,"46 Layout, Adyar","92 Layout, Powai",Ahmedabad,5.89,1.0,86.58,183.38,COMPLETED,2025-12-09 04:00:21,2025-12-09 04:07:21,2025-12-09 04:38:21,
317,5,69.0,"70 Cross, HSR","164 Street, Powai",Bengaluru,7.64,1.2,105.25,207.43,COMPLETED,2024-10-24 14:41:56,2024-10-24 14:43:56,2024-10-24 15:35:56,
318,79,56.0,"197 Layout, Aundh","244 Cross, Powai",Delhi,2.02,1.0,152.7,170.04,COMPLETED,2024-07-25 09:14:58,2024-07-25 09:19:58,2024-07-25 10:11:58,
319,31,43.0,"229 Layout, Adyar","171 Layout, Gachibowli",Hyderabad,8.05,1.5,154.04,359.73,COMPLETED,2024-07-06 20:07:01,2024-07-06 20:13:01,2024-07-06 20:59:01,
320,22,68.0,"212 Cross, Salt Lake","42 Main Rd, Connaught Place",Ahmedabad,8.43,1.2,140.59,0.0,ACCEPTED,2025-02-14 20:14:12,2025-02-14 20:22:12,,
321,16,65.0,"165 Main Rd, HSR","77 Layout, Connaught Place",Kolkata,19.84,1.2,144.26,20.0,CANCELLED,2025-09-02 01:24:18,,,2025-09-02 01:42:18
322,53,38.0,"161 Street, Adyar","194 Main Rd, Indiranagar",Bengaluru,19.2,1.2,169.08,486.37,COMPLETED,2024-11-15 23:44:56,2024-11-15 23:45:56,2024-11-16 00:28:56,
323,41,51.0,"127 Cross, Aundh","17 Main Rd, Powai",Chennai,17.68,1.0,178.06,327.73,COMPLETED,2024-01-16 05:36:04,2024-01-16 05:43:04,2024-01-16 06:05:04,
324,13,69.0,"212 Main Rd, Bandra","72 Cross, Gachibowli",Bengaluru,13.81,1.5,100.96,460.04,COMPLETED,2025-11-05 23:51:57,2025-11-05 23:58:57,2025-11-06 00:38:57,
325,10,7.0,"249 Main Rd, MG Road","46 Main Rd, Powai",Bengaluru,10.35,1.5,110.92,244.08,COMPLETED,2024-07-28 07:16:38,2024-07-28 07:24:38,2024-07-28 08:04:38,
326,70,58.0,"7 Street, Aundh","90 Main Rd, Viman Nagar",Mumbai,16.31,1.0,115.31,408.81,COMPLETED,2024-11-05 22:11:28,2024-11-05 22:17:28,2024-11-05 23:18:28,
327,28,20.0,"225 Main Rd, HSR","74 Cross, Indiranagar",Kolkata,21.56,1.2,63.55,50.0,CANCELLED,2024-08-25 07:30:29,,,2024-08-25 07:49:29
328,13,32.0,"192 Street, Aundh","154 Layout, Indiranagar",Bengaluru,21.37,1.2,86.01,0.0,ONGOING,2024-11-08 12:00:55,2024-11-08 12:04:55,,
329,64,61.0,"24 Street, Adyar","234 Street, Viman Nagar",Pune,16.81,1.5,68.18,75.0,CANCELLED,2024-11-27 10:57:01,,,2024-11-27 11:01:01
330,26,64.0,"208 Street, HSR","213 Cross, Gachibowli",Hyderabad,21.65,1.0,146.01,399.67,COMPLETED,2024-06-07 05:47:14,2024-06-07 05:50:14,2024-06-07 06:51:14,
331,30,28.0,"84 Street, MG Road","250 Main Rd, Powai",Delhi,6.67,1.0,115.71,50.0,CANCELLED,2025-07-17 23:52:23,,,2025-07-17 23:53:23
332,2,,"181 Layout, Salt Lake","12 Main Rd, Gachibowli",Ahmedabad,19.35,1.0,103.04,0.0,CANCELLED,2024-05-07 17:29:06,,,2024-05-07 17:31:06
333,11,41.0,"31 Main Rd, Adyar","112 Street, T Nagar",Bengaluru,14.58,1.5,171.26,551.35,COMPLETED,2025-07-08 06:07:57,2025-07-08 06:14:57,2025-07-08 07:33:57,
334,61,14.0,"19 Main Rd, Bandra","96 Cross, Gachibowli",Kolkata,8.4,1.5,69.95,0.0,ACCEPTED,2025-11-29 15:59:02,2025-11-29 16:04:02,,
335,75,21.0,"203 Street, MG Road","90 Main Rd, Viman Nagar",Chennai,5.11,1.5,82.56,145.99,COMPLETED,2025-10-15 17:55:34,2025-10-15 18:00:34,2025-10-15 19:18:34,
336,77,63.0,"97 Layout, Aundh","188 Main Rd, Viman Nagar",Delhi,20.86,1.5,68.69,612.21,COMPLETED,2025-07-02 05:28:04,2025-07-02 05:32:04,2025-07-02 06:31:04,
337,20,18.0,"133 Main Rd, Adyar","5 Street, Powai",Mumbai,19.24,1.2,153.46,0.0,ACCEPTED,2025-06-06 13:39:55,2025-06-06 13:47:55,,
338,80,33.0,"58 Main Rd, MG Road","150 Street, Gachibowli",Hyderabad,6.84,1.5,87.69,0.0,ACCEPTED,2024-11-21 13:38:24,2024-11-21 13:46:24,,
339,2,68.0,"222 Main Rd, HSR","245 Street, Indiranagar",Ahmedabad,12.37,1.0,126.91,261.11,COMPLETED,2025-07-03 06:35:29,2025-07-03 06:39:29,2025-07-03 07:17:29,
340,26,60.0,"154 Main Rd, Aundh","191 Cross, Viman Nagar",Hyderabad,16.88,1.5,77.14,50.0,CANCELLED,2025-11-09 16:44:06,,,2025-11-09 17:00:06
341,65,,"84 Layout, MG Road","153 Cross, Indiranagar",Delhi,6.88,1.2,95.0,0.0,REQUESTED,2025-12-10 14:23:28,,,
342,31,40.0,"30 Street, HSR","51 Street, Powai",Hyderabad,7.09,1.0,179.17,277.35,COMPLETED,2024-12-14 06:22:07,2024-12-14 06:23:07,2024-12-14 07:01:07,
343,63,18.0,"140 Layout, Aundh","156 Street, Gachibowli",Mumbai,5.63,1.0,120.21,198.71,COMPLETED,2025-05-05 15:06:52,2025-05-05 15:08:52,2025-05-05 15:57:52,
344,37,58.0,"173 Layout, Aundh","230 Layout, Indiranagar",Mumbai,4.26,1.0,106.55,0.0,ACCEPTED,2024-05-17 10:33:27,2024-05-17 10:36:27,,
345,60,54.0,"29 Layout, Salt Lake","78 Main Rd, Connaught Place",Pune,22.78,1.5,126.36,629.26,COMPLETED,2024-08-01 05:53:00,2024-08-01 06:00:00,2024-08-01 07:23:00,
346,10,69.0,"72 Layout, Salt Lake","236 Street, Connaught Place",Bengaluru,19.16,1.2,107.6,492.6,COMPLETED,2025-10-03 20:48:27,2025-10-03 20:55:27,2025-10-03 22:14:27,
347,15,20.0,"79 Main Rd, Adyar","166 Street, T Nagar",Kolkata,6.0,1.0,146.46,0.0,ONGOING,2024-07-19 10:15:25,2024-07-19 10:21:25,,
348,14,34.0,"117 Street, MG Road","63 Main Rd, Viman Nagar",Bengaluru,23.22,1.0,172.95,546.16,COMPLETED,2024-09-15 06:38:05,2024-09-15 06:45:05,2024-09-15 08:02:05,
349,62,49.0,"56 Street, Adyar","14 Street, T Nagar",Kolkata,9.15,1.2,84.67,0.0,ONGOING,2025-02-08 14:17:53,2025-02-08 14:21:53,,
350,47,17.0,"195 Street, MG Road","95 Main Rd, Indiranagar",Hyderabad,9.88,1.2,159.81,361.57,COMPLETED,2025-07-08 19:03:14,2025-07-08 19:06:14,2025-07-08 19:38:14,
